,name,time,content,source,url
12,BABA,662083380,Tesla Pulls Nasdaq Higher; Pinduoduo Soars on Competitive Hopes,Motley Fool,https://www.fool.com/investing/2020/12/24/tesla-pulls-nasdaq-higher-pinduoduo-soars-on-compe/?source=eptyholnk0000202&utm_source=yahoo-host&utm_medium=feed&utm_campaign=article
13,BABA,662125500,"The Gross Law Firm Announces Class Actions on Behalf of Shareholders of BABA, NERV and GDRX",ACCESSWIRE,https://finance.yahoo.com/news/gross-law-firm-announces-class-164500743.html
14,BABA,662124720,EQUITY ALERT: Rosen Law Firm Announces Investigation of Securities Claims Against Alibaba Group Holding Limited; Encourages Investors with Losses in Excess of $100K to Contact the Firm  BABA,Business Wire,https://finance.yahoo.com/news/equity-alert-rosen-law-firm-163200614.html
15,BABA,662123160,"XL Fleet, Alibaba Head Lower Even as Stock Markets Rise",Motley Fool,https://www.fool.com/investing/2020/12/24/xl-fleet-alibaba-head-lower-even-as-stock-markets/?source=eptyholnk0000202&utm_source=yahoo-host&utm_medium=feed&utm_campaign=article
16,BABA,662122020,US STOCKS-Nasdaq leads gains as stimulus delay favors tech; Alibaba slumps,Reuters,https://finance.yahoo.com/news/us-stocks-nasdaq-leads-gains-154713434.html
17,BABA,662121780,ALIBABA INVESTIGATION: Labaton Sucharow Announces New Investigation of Alibaba (NYSE: BABA) and Strongly Encourages Investors with Losses to Contact the Firm,Business Wire,https://finance.yahoo.com/news/alibaba-investigation-labaton-sucharow-announces-154300597.html
18,BABA,662121180,Chinas Currency Is Getting Stronger. What That Means for the U.S.,Barrons.com,https://www.barrons.com/articles/chinas-currency-is-getting-stronger-what-that-means-for-the-u-s-51608824017?siteid=yhoof2
19,BABA,662120100,"Stocks Rise Into Short Holiday Session; EU/U.K. Strike Brexit Deal, Alibaba Dives",Investor's Business Daily,https://www.investors.com/market-trend/stock-market-today/dow-jones-futures-stocks-rise-stimulus-brexit-delays-bridgetown-spac-rally-antitrust-alibaba/?src=A00220
20,BABA,662118840,Alibaba Shares Slump As China Targets Tech Giant With Antitrust Probe,TheStreet.com,https://www.thestreet.com/investing/alibaba-slump-as-china-targets-tech-giant-in-antitrust-probe?puc=yahoo&cm_ven=YAHOO
21,BABA,662118300,Alibaba shares slide amid Chinas monopoly probe,Yahoo Finance Video,https://finance.yahoo.com/video/alibaba-shares-slide-amid-china-144506698.html
22,BABA,662115120,US STOCKS-Wall St set to rise on stimulus hopes; Alibaba falls on China probe,Reuters,https://finance.yahoo.com/news/us-stocks-wall-st-set-135249665.html
23,BABA,662114100,"Is Alibaba Stock A Buy Right Now? Here's What Earnings, Chart Show",Investor's Business Daily,https://www.investors.com/research/alibaba-stock-buy-now/?src=A00220
24,BABA,662112960,"Alibaba, Square, Zoom Video, Nikola - Thursday's Premarket Movers",TheStreet.com,https://www.thestreet.com/investing/alibaba-zoom-video-square-nikola-premarket-movers-thursday?puc=yahoo&cm_ven=YAHOO
25,BABA,662112720,Alibaba Stocks Antitrust Tumble Is a Reminder That It Plays By Chinas Rules,Barrons.com,https://www.barrons.com/articles/alibaba-stocks-antitrust-tumble-is-a-reminder-that-it-plays-by-chinas-rules-51608815556?siteid=yhoof2
26,BABA,662109480,US STOCKS-Futures rise in pre-Christmas trade; Alibaba falls on China probe,Reuters,https://finance.yahoo.com/news/us-stocks-futures-rise-pre-121825413.html
27,BABA,662107860,Alibaba stock set to open in bear-market territory after antitrust probe launched,MarketWatch,https://www.marketwatch.com/story/alibaba-stock-set-to-open-in-bear-market-territory-after-antitrust-probe-launched-2020-12-24?siteid=yhoof2
28,BABA,662104620,"Alibaba, Square and Tidal, Brexit - 5 Things You Must Know Thursday",TheStreet.com,https://www.thestreet.com/markets/5-things-you-must-know-before-the-market-opens-thursday-122420?puc=yahoo&cm_ven=YAHOO
29,BABA,662096040,China Targets Jack Mas Alibaba Empire in Monopoly Probe,Bloomberg,https://finance.yahoo.com/news/china-launches-probe-alibaba-over-004854308.html
30,BABA,662095440,Announcement from Alibaba Group,Business Wire,https://finance.yahoo.com/news/announcement-alibaba-group-082400791.html
31,BABA,662089920,QUOTE BOX-Reaction to China's antitrust probe into Alibaba Group,Reuters,https://finance.yahoo.com/news/quote-box-reaction-chinas-antitrust-065211361.html
32,BABA,662089680,Alibaba being investigated by China over monopoly tactics,BBC,https://finance.yahoo.com/news/alibaba-being-investigated-china-over-030654865.html
33,BABA,662089020,"GLOBAL MARKETS-Stocks and sterling pin hopes on Brexit, regulator probe stings Alibaba",Reuters,https://finance.yahoo.com/news/global-markets-stocks-sterling-pin-063739592.html
34,BABA,662083500,The House That Jack Ma Built Is China's Own Creation,Bloomberg,https://finance.yahoo.com/news/house-jack-ma-built-chinas-050515693.html
35,BABA,662082360,"Asian markets mostly higher, but stocks fall in China amid Alibaba antitrust probe",MarketWatch,https://www.marketwatch.com/story/asian-markets-mostly-higher-but-stocks-fall-in-china-amid-alibaba-antitrust-probe-01608785161?siteid=yhoof2
36,BABA,662034600,SHAREHOLDER ALERT: RTX BABA BSX: The Law Offices of Vincent Wong Reminds Investors of Important Class Action Deadlines,ACCESSWIRE,https://finance.yahoo.com/news/shareholder-alert-rtx-baba-bsx-033000678.html
37,BABA,662032200,Pomerantz Law Firm Reminds Shareholders with Losses on their Investment in  Alibaba Group Holding Limited of Class Action Lawsuit and Upcoming Deadline  BABA,ACCESSWIRE,https://finance.yahoo.com/news/pomerantz-law-firm-reminds-shareholders-025000032.html
38,BABA,662031060,"GLOBAL MARKETS-Asian stocks and pound cheer Brexit, Alibaba slumps on monopoly probe",Reuters,https://finance.yahoo.com/news/global-markets-asian-stocks-pound-023116039.html
39,BABA,662030520,China's e-commerce titan Alibaba hit with antitrust probe,TechCrunch,https://finance.yahoo.com/news/chinas-e-commerce-titan-alibaba-022242042.html
40,BABA,662030160,China launches anti-monopoly probe into tech giant Alibaba,The Telegraph,https://finance.yahoo.com/news/china-launches-anti-monopoly-probe-021618887.html
41,BABA,662030040,China Hits Alibaba With Anti-Monopoly Probe,Variety,https://finance.yahoo.com/news/china-hits-alibaba-anti-monopoly-021403614.html
42,BABA,662028060,Alibaba shares sink in Hong Kong as China launches antitrust probe,MarketWatch,https://www.marketwatch.com/story/alibaba-shares-sink-in-hong-kong-as-china-launches-antitrust-probe-11608774067?siteid=yhoof2
43,BABA,662001240,"'Halftime Report' Final Trades: Alibaba, Penn National Gaming And More",Benzinga,https://finance.yahoo.com/news/halftime-report-final-trades-alibaba-181428412.html
44,BABA,661970700,5 Retail Companies to Consider Ahead of Christmas,GuruFocus.com,https://finance.yahoo.com/news/5-retail-companies-consider-ahead-214535570.html
45,BABA,661914000,"The Gross Law Firm Announces Class Actions on Behalf of Shareholders of BIIB, BABA and GDRX",ACCESSWIRE,https://finance.yahoo.com/news/gross-law-firm-announces-class-180000725.html
46,BABA,661910400,Glancy Prongay & Murray LLP Reminds Investors of Looming Deadline in the Class Action Lawsuit Against Alibaba Group Holding Limited (BABA),GlobeNewswire,https://finance.yahoo.com/news/glancy-prongay-murray-llp-reminds-170000203.html
47,BABA,661952700,"Lawsuits Filed Against BIIB, BABA and PINS - Jakubowitz Law Pursues Shareholders Claims",ACCESSWIRE,https://finance.yahoo.com/news/lawsuits-filed-against-biib-baba-164500178.html
48,BABA,661952700,"DEADLINE ALERT for TILE, BABA, and BIIB: The Law Offices of Frank R. Cruz Reminds Investors of Class Actions on Behalf of Shareholders",GlobeNewswire,https://finance.yahoo.com/news/deadline-alert-tile-baba-biib-164500461.html
49,BABA,661950720,BABA CLASS ACTION FILING DEADLINE: Bernstein Liebhard LLP Reminds Investors of the Deadline to File a Lead Plaintiff Motion in a Securities Class Action Lawsuit Filed Against Alibaba Group Holding Limited,ACCESSWIRE,https://finance.yahoo.com/news/baba-class-action-filing-deadline-161200963.html
50,BABA,661950000,"TILE, BIIB & BABA Class Actions: Bronstein, Gewirtz & Grossman LLC Reminds Shareholders of Class Actions and Encourages Investors to Contact the Firm",ACCESSWIRE,https://finance.yahoo.com/news/tile-biib-baba-class-actions-160000304.html
51,BABA,661946400,"CLASS ACTION UPDATE for FAF, BABA and BRY: Levi & Korsinsky, LLP Reminds Investors of Class Actions on Behalf of Shareholders",ACCESSWIRE,https://finance.yahoo.com/news/class-action-faf-baba-bry-150000689.html
52,BABA,661944360,"SHAREHOLDER ACTION NOTICE: The Schall Law Firm Announces the Filing of a Class Action Lawsuit Against Alibaba Group Holding Limited and Encourages Investors with Losses in Excess of $1,000,000 to Contact the Firm",PR Newswire,https://finance.yahoo.com/news/shareholder-action-notice-schall-law-142600983.html
53,BABA,661933200,"The Klein Law Firm Reminds Investors of Class Actions on Behalf of Shareholders of ZSAN, BABA and GDRX",ACCESSWIRE,https://finance.yahoo.com/news/klein-law-firm-reminds-investors-112000091.html
54,BABA,661914000,Mark Zuckerberg Has Another Answer to Bitcoin,Bloomberg,https://finance.yahoo.com/news/mark-zuckerberg-another-answer-bitcoin-060020642.html
55,BABA,661912500,"SHAREHOLDER DEADLINE ALERT: The Schall Law Firm Announces the Filing of a Class Action Lawsuit Against Alibaba Group Holding Limited and Encourages Investors with Losses in Excess of $1,000,000 to Contact the Firm",ACCESSWIRE,https://finance.yahoo.com/news/shareholder-deadline-alert-schall-law-053500497.html
56,BABA,661870620,Chinese Internet Companies Are Facing More Scrutiny at Home. What That Means for the Stocks.,Barrons.com,https://www.barrons.com/articles/chinese-internet-companies-face-more-scrutiny-at-home-what-that-means-for-the-stocks-51608573452?siteid=yhoof2
57,BABA,661866300,"The Gross Law Firm Announces Class Actions on Behalf of Shareholders of BABA, LRN and KNDI",ACCESSWIRE,https://finance.yahoo.com/news/gross-law-firm-announces-class-164500875.html
58,BABA,661863600,ALIBABA INVESTOR ALERT: Shareholder Lawsuit Filed,ACCESSWIRE,https://finance.yahoo.com/news/alibaba-investor-alert-shareholder-lawsuit-160000468.html
59,BABA,661854240,Chinas unstoppable global luxury-market share nearly doubles amid pandemic,MarketWatch,https://www.marketwatch.com/story/chinas-unstoppable-global-luxury-market-share-nearly-doubles-amid-pandemic-11608556166?siteid=yhoof2
60,BABA,661846800,"The Klein Law Firm Reminds Investors of Class Actions on Behalf of Shareholders of BIIB, BABA and NERV",ACCESSWIRE,https://finance.yahoo.com/news/klein-law-firm-reminds-investors-112000298.html
61,BABA,661824060,China to the Rescue,WWD,https://finance.yahoo.com/news/china-rescue-050144960.html
62,BABA,661817460,"'You Can Take Any Of The Platforms Ant Has,' Jack Ma Told Beijing Amid IPO Scrutiny: WSJ",Benzinga,https://finance.yahoo.com/news/platforms-ant-jack-ma-told-031157488.html
63,BABA,661748640,10 Best Stocks To Invest In Right Now According To Tech Billionaire,Insider Monkey,https://finance.yahoo.com/news/10-best-stocks-invest-now-200409265.html
64,BABA,661709640,Pomerantz Law Firm Reminds Shareholders with Losses on their Investment in Alibaba Group Holding Limited of Class Action Lawsuit and Upcoming Deadline  BABA,GlobeNewswire,https://finance.yahoo.com/news/pomerantz-law-firm-reminds-shareholders-211400934.html
65,BABA,661652820,"Trump Signs Bill That Could Lead To Delisting Of Chinese Stocks Including Nio, Li, Xpeng, Alibaba",Benzinga,https://finance.yahoo.com/news/trump-signs-bill-could-lead-172751659.html
66,BABA,661622820,10 Best Stocks To Buy For 2021 According to Billionaire Stan Druckenmiller,Insider Monkey,https://finance.yahoo.com/news/10-best-stocks-buy-2021-210723510.html
67,BABA,661572600,"After Recent News, Wait and See With Alibaba Stock",InvestorPlace,https://finance.yahoo.com/news/recent-news-wait-see-alibaba-191005832.html
68,BABA,661567500,SHAREHOLDER ALERT: BABA BSX NAK: The Law Offices of Vincent Wong Reminds Investors of Important Class Action Deadlines,ACCESSWIRE,https://finance.yahoo.com/news/shareholder-alert-baba-bsx-nak-174500496.html
69,BABA,661565100,"FINAL DEADLINE REMINDER: The Schall Law Firm Announces the Filing of a Class Action Lawsuit Against Alibaba Group Holding Limited and Encourages Investors with Losses in Excess of $1,000,000 to Contact the Firm",ACCESSWIRE,https://finance.yahoo.com/news/final-deadline-reminder-schall-law-170500868.html
70,BABA,661564800,"DEADLINE ALERT for BABA, BIIB, YY, LRN: Law Offices of Howard G. Smith Reminds Investors of Class Actions on Behalf of Shareholders",GlobeNewswire,https://finance.yahoo.com/news/deadline-alert-baba-biib-yy-170000731.html
71,BABA,661607100,iQiyi Raises Two Red Flags With New Debt and Stock Offerings,Motley Fool,https://www.fool.com/investing/2020/12/18/iqiyi-raises-two-red-flags-with-new-debt-and-stock/?source=eptyholnk0000202&utm_source=yahoo-host&utm_medium=feed&utm_campaign=article
72,BABA,661606020,"SHAREHOLDER ALERT: Levi & Korsinsky, LLP Notifies Shareholders of Alibaba Group Holding Limited of a Class Action Lawsuit and a Lead Plaintiff Deadline of January 12, 2021 - BABA",Newsfile,https://finance.yahoo.com/news/shareholder-alert-levi-korsinsky-llp-162700145.html
73,BABA,661600320,BABA CLASS ACTION FILING DEADLINE: Bernstein Liebhard LLP Reminds Investors of the Deadline to File a Lead Plaintiff Motion in a Securities Class Action Lawsuit Filed Against Alibaba Group Holding Limited,ACCESSWIRE,https://finance.yahoo.com/news/baba-class-action-filing-deadline-145200999.html
74,BABA,661582500,Alibaba Ropes In Gucci To Attract Brand-Conscious Chinese Shoppers,Benzinga,https://finance.yahoo.com/news/alibaba-ropes-gucci-attract-brand-095528091.html
75,BABA,661581000,"With the Pandemic Fading, the Stars Align for Emerging Market Growth Stocks in 2021",Barrons.com,https://www.barrons.com/articles/the-stars-align-for-emerging-market-growth-stocks-in-2021-51608283838?siteid=yhoof2
76,BABA,661566960,Alibaba says its technology won't target Uighurs,BBC,https://finance.yahoo.com/news/alibaba-says-technology-wont-target-025519950.html
77,BABA,661564860,Gucci Partners With Alibabas Tmall,WWD,https://finance.yahoo.com/news/gucci-partners-alibaba-tmall-050104380.html
78,BABA,661562760,Alibaba 'dismayed' by its cloud unit's ethnicity detection algorithm,TechCrunch,https://finance.yahoo.com/news/alibaba-dismayed-cloud-units-ethnicity-042631603.html
79,BABA,661511580,Alibaba Says 'Dismayed' Over Cloud Unit Including Ethnic Profiling Feature In Facial Recognition Technology,Benzinga,https://finance.yahoo.com/news/alibaba-says-dismayed-over-cloud-021320929.html
80,BABA,661506360,"Alibaba says it won't allow its tech to target, identify ethnic groups",Reuters,https://finance.yahoo.com/news/alibaba-says-wont-allow-tech-004624569.html
81,BABA,661498800,Top 15 Online Shopping Websites in the World in 2020,Insider Monkey,https://finance.yahoo.com/news/top-15-online-shopping-websites-163022907.html
82,BABA,661494600,"LAWSUITS FILED AGAINST BABA, SPLK and BSX - Jakubowitz Law Pursues Shareholders Claims",ACCESSWIRE,https://finance.yahoo.com/news/lawsuits-filed-against-baba-splk-213000820.html
83,BABA,661490820,BABA INVESTOR FILING DEADLINE: Bernstein Liebhard LLP Reminds Investors of the Deadline to File a Lead Plaintiff Motion in a Securities Class Action Lawsuit Filed Against Alibaba Group Holding Limited,GlobeNewswire,https://finance.yahoo.com/news/baba-investor-filing-deadline-bernstein-202700827.html
84,BABA,661521000,"CLASS ACTION UPDATE for BABA, BRY and QIWI: Levi & Korsinsky, LLP Reminds Investors of Class Actions on Behalf of Shareholders",ACCESSWIRE,https://finance.yahoo.com/news/class-action-baba-bry-qiwi-165000352.html
85,BABA,661519800,Will Alibaba Or Jumia Stock Grow More By 2022?,Benzinga,https://finance.yahoo.com/news/alibaba-jumia-stock-grow-more-163015840.html
86,BABA,661518900,"DEADLINE ALERT for TILE, BABA, and BIIB: The Law Offices of Frank R. Cruz Reminds Investors of Class Actions on Behalf of Shareholders",GlobeNewswire,https://finance.yahoo.com/news/deadline-alert-tile-baba-biib-161500818.html
87,BABA,661516320,Is It Too Late to Get In On This Millionaire-Maker Stock?,Motley Fool,https://www.fool.com/investing/2020/12/17/is-it-too-late-to-get-in-on-this-millionaire-maker/?source=eptyholnk0000202&utm_source=yahoo-host&utm_medium=feed&utm_campaign=article
88,BABA,661503240,"Alibaba's Facial Recognition Technology Specifically Capable Of Spotting Uighurs, Report Claims",Benzinga,https://finance.yahoo.com/news/alibabas-facial-recognition-technology-specifically-115458523.html
89,BABA,661501800,SHAREHOLDER ALERT: TILE BABA BRY: The Law Offices of Vincent Wong Reminds Investors of Important Class Action Deadlines,ACCESSWIRE,https://finance.yahoo.com/news/shareholder-alert-tile-baba-bry-113000215.html
90,BABA,661481640,Alibaba facial recognition tech specifically picks out Uighur minority -report,Reuters,https://finance.yahoo.com/news/alibaba-facial-recognition-tech-specifically-055430642.html
91,BABA,661477800,Pomerantz Law Firm Reminds Shareholders with Losses on their Investment in Alibaba Group Holding Limited of Class Action Lawsuit and Upcoming Deadline  BABA,ACCESSWIRE,https://finance.yahoo.com/news/pomerantz-law-firm-reminds-shareholders-045000560.html
92,BABA,661405800,"The Gross Law Firm Announces Class Actions on Behalf of Shareholders of BABA, LRN and SPLK",ACCESSWIRE,https://finance.yahoo.com/news/gross-law-firm-announces-class-205000391.html
93,BABA,661401600,"FINAL DEADLINE APPROACHING: The Schall Law Firm Announces the Filing of a Class Action Lawsuit Against Alibaba Group Holding Limited and Encourages Investors with Losses in Excess of $1,000,000 to Contact the Firm",ACCESSWIRE,https://finance.yahoo.com/news/final-deadline-approaching-schall-law-194000597.html
94,BABA,661401540,"BABA ALERT: The Klein Law Firm Announces a Lead Plaintiff Deadline of January 12, 2021 in the Class Action Filed on Behalf of Alibaba Group Holding Limited Limited Shareholders",Newsfile,https://finance.yahoo.com/news/baba-alert-klein-law-firm-193900339.html
95,BABA,661395600,"TILE, BIIB & BABA Class Actions: Bronstein, Gewirtz & Grossman LLC Reminds Investors of Class Actions and Encourages Investors to Contact the Firm",ACCESSWIRE,https://finance.yahoo.com/news/tile-biib-baba-class-actions-180000439.html
96,BABA,661394700,SHAREHOLDER ALERT: LVS BABA BSX: The Law Offices of Vincent Wong Reminds Investors of Important Class Action Deadlines,ACCESSWIRE,https://finance.yahoo.com/news/shareholder-alert-lvs-baba-bsx-174500708.html
97,BABA,661393800,Glancy Prongay & Murray LLP Reminds Investors of Looming Deadline in the Class Action Lawsuit Against Alibaba Group Holding Limited (BABA),GlobeNewswire,https://finance.yahoo.com/news/glancy-prongay-murray-llp-reminds-173000827.html
98,BABA,661434240,Should You Sell Baidu's Stock After Its Recent Rebound?,Motley Fool,https://www.fool.com/investing/2020/12/16/should-you-sell-baidu-stock-after-recent-rebound/?source=eptyholnk0000202&utm_source=yahoo-host&utm_medium=feed&utm_campaign=article
99,BABA,661432800,ALIBABA INVESTOR ALERT: Shareholder Lawsuit Filed,ACCESSWIRE,https://finance.yahoo.com/news/alibaba-investor-alert-shareholder-lawsuit-162000631.html
100,NIO,662132760,Dow Jones Rises In Santa Claus Rally After Trump Calls Stimulus Bill A 'Disgrace',Investor's Business Daily,https://www.investors.com/market-trend/stock-market-today/dow-jones-rises-santa-claus-rally-trump-calls-stimulus-bill-disgrace/?src=A00220
101,NIO,662115480,"If Apple makes a $75K electric vehicle, here's how it would affect its bottom line",Yahoo Finance,https://finance.yahoo.com/news/apple-electric-vehicle-profits-goldman-135810841.html
102,NIO,662054760,Nikola Stock Investors Suffer Another 'Gut Punch' As One More Deal Unravels,Investor's Business Daily,https://www.investors.com/news/nikola-stock-investors-suffer-another-gut-punch-key-deal-unravels/?src=A00220
103,NIO,661998720,Dow Rises As Trump Demands Higher Stimulus Checks; Jobs Data Beats Views; Tesla Rises,Investor's Business Daily,https://www.investors.com/market-trend/stock-market-today/dow-jones-rises-donald-trump-demands-higher-stimulus-checks-jobs-data-beats-views-tesla-stock-rises/?src=A00220
104,NIO,662035980,"A long-term top is taking shape in the market, and these stocks could bear the brunt, investor warns",MarketWatch,https://www.marketwatch.com/story/a-long-term-top-is-taking-shape-and-these-stocks-could-bear-the-brunt-investor-warns-11608738452?siteid=yhoof2
105,NIO,662031180,Obvious reasons why a Tesla-crushing Apple car won't exist,Yahoo Finance,https://finance.yahoo.com/news/obvious-reasons-why-a-true-teslacrushing-apple-car-wont-exist-143346203.html
106,NIO,661964400,"Dow Falls Ahead Of Trump Stimulus Signature, Schumer Wants 'Much More;' Apple Smokes Tesla",Investor's Business Daily,https://www.investors.com/market-trend/stock-market-today/dow-jones-falls-donald-trump-coronavirus-stimulus-signature-schumer-wants-more-apple-stock-smokes-tesla-stock/?src=A00220
107,NIO,661919100,Electric vehicle company Canoo lists on Nasdaq,Yahoo Finance Video,https://finance.yahoo.com/video/electric-vehicle-company-canoo-lists-192550229.html
108,NIO,661916700,"Apple targets car production, eyes batteries: Reuters",Yahoo Finance Video,https://finance.yahoo.com/video/apple-targets-car-production-eyes-184528112.html
109,NIO,661912500,Is Nio Stock A Buy Amid High Hopes For Big Annual Event?,Investor's Business Daily,https://www.investors.com/news/nio-stock-buy-now/?src=A00220
110,NIO,661911720,Too Late To Buy Nio Stock? Use Options Instead,Investor's Business Daily,https://www.investors.com/research/options/nio-stock-use-options-instead-of-buying-shares/?src=A00220
111,NIO,661942860,4 Stocks (Not Named Tesla) Set to Ride the Upcoming EV Boom,Zacks,https://finance.yahoo.com/news/4-stocks-not-named-tesla-140102528.html
112,NIO,661940640,"Dow Jones Futures: Congress OKs Stimulus Deal, Apple, Peloton Rise After Stock Market Rally Rebounds From Key Level",Investor's Business Daily,https://www.investors.com/market-trend/stock-market-today/dow-jones-futures-stimulus-deal-vote-stock-market-rally-apple-amd-rebound-tesla-stock-sp-500/?src=A00220
113,NIO,661883040,Apple targets 2024 for car production: RTRS,Yahoo Finance Video,https://finance.yahoo.com/video/apple-targets-2024-car-production-212448987.html
114,NIO,661839300,Xpeng Stock Up As First Electric SUV Delivered To Europe,Investor's Business Daily,https://www.investors.com/news/xpeng-stock-first-electric-suv-delivered-europe/?src=A00220
115,NIO,661838880,"Tesla Debuts On S&P 500 As The No. 6 Stock, Behind Top Tech Giants",Investor's Business Daily,https://www.investors.com/news/tesla-stock-debuts-sp-500-no-6-behind-apple-amazon-microsoft-facebook-alphabet/?src=A00220
116,NIO,661838640,Tesla enters S&P 500: Here's how the stock did on its first day,Yahoo Finance,https://finance.yahoo.com/news/tesla-inclusion-in-sp-500-heres-how-the-stock-is-doing-160202609.html
117,NIO,661834860,Is NIO A Good Stock To Buy According To Hedge Funds?,Insider Monkey,https://finance.yahoo.com/news/nio-good-stock-buy-according-200121650.html
118,NIO,661831140,"Chinese EV Stocks Rally Despite Delisting Threat, Broader Market Weakness",Benzinga,https://finance.yahoo.com/news/chinese-ev-stocks-rally-despite-185906634.html
119,NIO,661858680,2 Electric Vehicle ETFs Charging Higher,Investopedia,https://www.investopedia.com/2-electric-vehicle-etfs-charging-higher-5093194?utm_campaign=quote-yahoo&utm_source=yahoo&utm_medium=referral
120,NIO,661806000,The Great Reset: BlackRock Is Fueling A $120 Trillion Transformation On Wall St.,Oilprice.com,https://finance.yahoo.com/news/great-reset-blackrock-fueling-120-000000134.html
121,NIO,661696020,"Trump Signs Bill That Could Lead To Delisting Of Chinese Stocks Including Nio, Li, Xpeng, Alibaba",Benzinga,https://finance.yahoo.com/news/trump-signs-bill-could-lead-172751659.html
122,NIO,661627260,This Is Your Last Chance To Buy Tesla Stock Before Its Big Day,Investor's Business Daily,https://www.investors.com/news/tesla-stock-jumps-on-credit-rating-bump-ahead-of-sp-500-inclusion/?src=A00220
123,NIO,661565340,"Dow Jones Slips As McConnell, Pelosi Struggle To Reach Covid Stimulus Deal; Tesla Rises",Investor's Business Daily,https://www.investors.com/market-trend/stock-market-today/dow-jones-slips-mitch-mcconnell-nancy-pelosi-struggle-reach-covid-stimulus-deal-tesla-stock-rises/?src=A00220
124,NIO,661601580,"As The Hype Starts to Fade, Steer Clear of Nio Stock",InvestorPlace,https://finance.yahoo.com/news/hype-starts-fade-steer-clear-151324814.html
125,NIO,661600080,Chinas Consumer Data Is Signaling a Sell for Nio Stock,InvestorPlace,https://finance.yahoo.com/news/china-consumer-data-signaling-sell-144857840.html
126,NIO,661552680,"Watch Out, Elon Musk. These EV Startups Are Trying To Take On Tesla",Benzinga,https://finance.yahoo.com/news/watch-elon-musk-ev-startups-013819201.html
127,NIO,661494300,"Dow Jones Jumps As McConnell Says Stimulus Deal Is 'At Hand'; Nasdaq, S&P 500 Hit New Highs",Investor's Business Daily,https://www.investors.com/market-trend/stock-market-today/dow-jones-jumps-mitch-mcconnell-stimulus-deal-at-hand-nasdaq-sp500-record-highs/?src=A00220
128,NIO,661493100,GM Could Make Billions Following Tesla On This Path: Analyst,Investor's Business Daily,https://www.investors.com/news/gm-stock-wall-street-sees-billions-tesla-autonomous-driving-path-followed/?src=A00220
129,NIO,661480620,Nio: Necessary Funding Opportunity,TipRanks,https://finance.yahoo.com/news/nio-necessary-funding-opportunity-173721279.html
130,NIO,661518120,Convertible Securities Are Having Their Best Year Since 2009. Heres Why.,Barrons.com,https://www.barrons.com/articles/convertible-securities-are-having-their-best-year-since-2009-heres-why-51608220974?siteid=yhoof2
131,NIO,661449600,"NIO Inc. Announces Completion of Offering of 68,000,000 American Depositary Shares",GlobeNewswire,https://finance.yahoo.com/news/nio-inc-announces-completion-offering-210000019.html
